mean_predicted,fraction_positive
0.1629549223823961,0.3333333333333333
0.2593691991414051,0.2222222222222222
0.3550708799046784,0.2727272727272727
0.44812876130982576,0.4375
0.5662167237714618,0.6153846153846154
0.6500685600099234,0.6538461538461539
0.7503481997987027,0.7777777777777778
0.8544083813298317,0.8596491228070176
0.9420820022106242,0.9761904761904762
